,m_cap,mkt_%,v_24h,price,last
SRN,1373700.5454600928,0.0001,561.40857545,0.002793090996423628,2022-04-16 02:15:00+00:00
XAMP,1372230.4021979296,0.0,0.0,0.0029451434033076315,2022-04-16 02:15:00+00:00
MTN,1372042.588025734,0.0001,37791.54546537,0.004274958353608467,2022-04-16 02:15:00+00:00
COLX,1362592.502877759,0.0,11.09143511,0.0001070180885411675,2022-04-16 02:15:00+00:00
HANDY,1357735.684031681,0.0,89675.95610887,0.00659675044139792,2022-04-16 02:15:00+00:00
SCCP,1352676.7368703044,0.0,69053.498748,0.5662087791581626,2022-04-16 02:15:00+00:00
GTC,1351287.0576615857,0.0001,33369.21972844,0.0017746370329309994,2022-04-16 02:15:00+00:00
WINGS,1348841.7122447265,0.0001,34.40975064,0.013488417952516643,2022-04-16 02:15:00+00:00
CORA,1335225.6841351273,0.0,736.20140327,0.8901504560900849,2022-04-16 02:15:00+00:00
SPORE,1331520.3902285518,0.0,5226.54329466,3.7417849518171e-11,2022-04-16 02:15:00+00:00
FSW,1329753.2546926253,0.0,59154.33486853,0.03552659835161818,2022-04-16 02:15:00+00:00
GLEEC,1320370.9016701456,0.0,24621.38671906,0.063296785555652,2022-04-16 02:15:00+00:00
COOK,1320047.8533662017,0.0,361570.9804539,0.001510990629031885,2022-04-16 02:15:00+00:00
VIDY,1316024.9662741397,0.0001,94055.19234726,0.00013308150772990866,2022-04-16 02:15:00+00:00
ZOON,1314922.988120249,0.0,779805.28260287,0.0017268369421115117,2022-04-16 02:15:00+00:00
OCE,1314349.6375321597,0.0001,3087.25522795,0.0007350792438787009,2022-04-16 02:15:00+00:00
FUND,1298713.1777612725,0.0001,150969.82588849,0.037701338921329174,2022-04-16 02:15:00+00:00
APPC,1297843.0100428192,0.0001,0.0,0.005386546394801791,2022-04-16 02:15:00+00:00
ETGP,1292288.5230524538,0.0001,0.0,0.0002179220670063555,2022-04-16 02:15:00+00:00
PUT,1290825.2265724137,0.0,362.02692323,0.0010858669380823115,2022-04-16 02:15:00+00:00
GOF,1285765.2801262753,0.0,1573768.78897164,0.1285850438143242,2022-04-16 02:15:00+00:00
REDPANDA,1280703.1187561834,0.0,229589.65404273,3.266923389876e-12,2022-04-16 02:15:00+00:00
QDAO,1278216.4626102725,0.0001,0.0,4.844369107112919,2022-04-16 02:15:00+00:00
2CRZ,1265691.8927792415,0.0,230229.17643424,0.008247131018491104,2022-04-16 02:15:00+00:00
SAUBER,1257498.6489356249,0.0,115426.01511,0.8982890336011355,2022-04-16 02:15:00+00:00
AVL,1254643.566251919,0.0,180584.798556,1.3928258153975055,2022-04-16 02:15:00+00:00
COT,1250106.7775593582,0.0,458.73324,6.619042240884221e-05,2022-04-16 02:15:00+00:00
HMQ,1249744.1556892677,0.0001,44838.82375422,0.0067258638130922675,2022-04-16 02:15:00+00:00
DGX,1248507.0309075068,0.0001,110.89743154,22.856686393298144,2022-04-16 02:15:00+00:00
AEON,1243552.290938575,0.0,716.80875799,0.0785494417471646,2022-04-16 02:15:00+00:00
LKR,1240141.715300771,0.0,227721.70089443,0.04838959347408081,2022-04-16 02:15:00+00:00
PUPPY,1235551.7651684405,0.0,41.68763593,0.002496865466221799,2022-04-16 02:15:00+00:00
CORN,1229098.213726661,0.0,388.30688583,0.0824739734128189,2022-04-16 02:15:00+00:00
OST,1223618.4782178325,0.0001,22860.94626839,0.001604810591013183,2022-04-16 02:15:00+00:00
TIPS,1208906.1563950907,0.0,19806.76686826,5.695137903450325e-06,2022-04-16 02:15:00+00:00
NDX,1207767.9011987562,0.0,88244.10432138,1.4129228922272625,2022-04-16 02:16:00+00:00
SEEN,1207151.366288641,0.0,0.0,1.7128253765595696,2022-04-16 02:15:00+00:00
BXX,1206051.766232469,0.0,268.78155302,0.06091564093488894,2022-04-16 02:15:00+00:00
RHT,1204896.8826735585,0.0,3290.97932696,0.0015061211033419483,2022-04-16 02:15:00+00:00
KKO,1202793.5811130668,0.0,2075.06696291,0.12885751806331952,2022-04-16 02:15:00+00:00
MAT,1196242.205054132,0.0,21680.80741687,0.08877651992203833,2022-04-16 02:15:00+00:00
XPD,1193507.646220709,0.0001,0.0,0.018650516766385596,2022-04-16 02:15:00+00:00
KNDC,1192263.9411950943,0.0001,0.0,0.0002179220670063555,2022-04-16 02:15:00+00:00
AMON,1187677.2131800784,0.0,491.2052257,0.001418239715433416,2022-04-16 02:15:00+00:00
RXS,1186604.6825923226,0.0,387.75122107,0.0065447970058197845,2022-04-16 02:15:00+00:00
DOS,1185452.9037739928,0.0001,137224.66711678,0.00872047574416439,2022-04-16 02:15:00+00:00
KTON,1184998.5962474283,0.0,64373.92118627,29.906144944864796,2022-04-16 02:15:00+00:00
RUFF,1177406.041326867,0.0001,2214016.96348186,0.0012008220717255145,2022-04-16 02:15:00+00:00
MGO,1175261.9481775223,0.0001,76085.75572672,0.011752986527544479,2022-04-16 02:15:00+00:00
YAE,1175231.6563523393,0.0,305.49578498,0.021988720419800385,2022-04-16 02:15:00+00:00
TKP,1168101.8169573771,0.0,16886.18051248,0.04068047711496505,2022-04-16 02:16:00+00:00
ESBC,1163023.045466765,0.0,0.0,0.037706479549431744,2022-04-16 02:15:00+00:00
XTAG,1155627.3502182513,0.0,228653.94250766,0.20434626043669074,2022-04-16 02:15:00+00:00
GEN,1152084.300169777,0.0001,4019.84192954,0.023497971976299808,2022-04-16 02:15:00+00:00
TYPE,1151100.8002752818,0.0001,0.69386337,0.0007084397427614932,2022-04-16 02:15:00+00:00
DEV,1150502.267004215,0.0,11271.0470886,1.0290674464208422,2022-04-16 02:15:00+00:00
SFX,1147518.0643714934,0.0,182526.54360883,0.36923732554558913,2022-04-16 02:15:00+00:00
LANA,1147074.3790673912,0.0001,0.0,0.00040544601666055635,2022-04-16 02:15:00+00:00
CLS,1147048.7842873537,0.0,449469.66602441,0.7621713213092269,2022-04-16 02:15:00+00:00
MDS,1146176.3486714498,0.0001,29574.63250267,0.0008748772441505248,2022-04-16 02:15:00+00:00
TRTT,1140067.1853987998,0.0001,3398.51192235,0.008843500686436061,2022-04-16 02:15:00+00:00
XPNET,1136971.4144700146,0.0,156038.05860321,0.008621859300503895,2022-04-16 02:15:00+00:00
SNET,1136905.952642533,0.0001,0.0,0.0048008114485757385,2022-04-16 02:15:00+00:00
BCUBE,1132800.5232991453,0.0,0.0,0.12532544546386784,2022-04-16 02:15:00+00:00
PXL,1129590.174399794,0.0001,2050.75182482,0.0020258890724076,2022-04-16 02:15:00+00:00
GALO,1125016.8273220756,0.0,84373.843878,0.5853213117879741,2022-04-16 02:15:00+00:00
PHNX,1117656.7300065241,0.0,107275.77034793,0.016824805061208065,2022-04-16 02:15:00+00:00
DAC,1113676.2091486538,0.0,4191.0952276,0.00013135203083296362,2022-04-16 02:15:00+00:00
UMASK,1103342.6460787207,0.0,0.0,0.011033426460787206,2022-04-16 02:15:00+00:00
TAD,1096402.3751366585,0.0,9145.67013711,4.75917788829158,2022-04-16 02:15:00+00:00
C20,1083756.4035977952,0.0,145.16566474,0.026829492194350723,2022-04-16 02:15:00+00:00
CVR,1083437.085988225,0.0,59031.58020394,0.015498301288495768,2022-04-16 02:15:00+00:00
PST,1082147.421553625,0.0001,1590037.00878699,0.020537004160227357,2022-04-16 02:15:00+00:00
FNT,1079599.7790860569,0.0,0.0,0.00027322780935212,2022-04-16 02:15:00+00:00
NCDT,1069380.7501702458,0.0,17646.1176574,0.04277523000680983,2022-04-16 02:15:00+00:00
XLA,1064677.9256124215,0.0,3674.8066643,0.00010435769081792136,2022-04-16 02:15:00+00:00
PLF,1061408.4860183392,0.0,1801428.37388125,0.002122816972036678,2022-04-16 02:15:00+00:00
MAKI,1061111.6264177694,0.0,167982.73185229,0.01538473532611975,2022-04-16 02:15:00+00:00
vBCH,1059312.4915211198,0.0,0.0,6.8611877009244,2022-04-16 02:15:00+00:00
FORM,1057508.5122455647,0.0,113755.63605691,0.013259793546171234,2022-04-16 02:15:00+00:00
ADD,1055293.7414459721,0.0,2672.36462162,0.12720403564333785,2022-04-16 02:15:00+00:00
DVC,1052924.2770042778,0.0,61.57407624,0.0017402941501087053,2022-04-16 02:15:00+00:00
YETIC,1052264.888371894,0.0,65550.55327977,1.192682674816342e-09,2022-04-16 02:15:00+00:00
XTP,1049477.6401450064,0.0,1058.78913661,0.0008519102649145095,2022-04-16 02:15:00+00:00
UFR,1047355.855646346,0.0001,0.0,0.043639827308073205,2022-04-16 02:15:00+00:00
SPFC,1046879.4185316042,0.0,68281.051878,0.6044338444177854,2022-04-16 02:15:00+00:00
PAINT,1042424.9599470602,0.0,55471.6469814,0.00011566818047163557,2022-04-16 02:15:00+00:00
DIME,1037532.8375273115,0.0,0.0,2.169057717935826e-06,2022-04-16 02:15:00+00:00
RENA,1035012.7436913834,0.0,233659.88763337,0.1508271903474059,2022-04-16 02:16:00+00:00
BASE,1031644.8316799409,0.0,24396.52343665,2.146221287362724,2022-04-16 02:15:00+00:00
LZ,1029901.7359924775,0.0,329128.45436543,0.4350193933126668,2022-04-16 02:15:00+00:00
EVED,1027201.6884951747,0.0,1201829.82870568,0.07001093686045105,2022-04-16 02:15:00+00:00
LXT,1023092.9652955903,0.0,108662.27351904,0.0005115464826477952,2022-04-16 02:15:00+00:00
FTX,1021876.8344292177,0.0001,702.20176783,0.01075659825714966,2022-04-16 02:15:00+00:00
JRT,1021551.9266595318,0.0,151972.02961439,0.03521878736285937,2022-04-16 02:15:00+00:00
CRW,1014906.8928496693,0.0001,458.83868311,0.03445345037536337,2022-04-16 02:15:00+00:00
HGOLD,1006608.7771597159,0.0,51897.36305692,0.27174825449200646,2022-04-16 02:16:00+00:00
SYP,1005880.9046518216,0.0,1677682.72420474,0.015388757543477188,2022-04-16 02:15:00+00:00
TSX,1004287.8408403957,0.0,237744.94829176,0.07412459248634531,2022-04-16 02:15:00+00:00
CRE8,1000827.5272607948,0.0,146205.62249558,0.012822469607634187,2022-04-16 02:15:00+00:00
IETH,998735.9360472494,0.0001,59.7478992,0.05548532978040274,2022-04-16 02:16:00+00:00
IBFK,994025.1716526072,0.0,214094.57685,1.6532340724786858,2022-04-16 02:15:00+00:00
YBO,990450.3539932608,0.0,124752.314496,0.9890735635927397,2022-04-16 02:15:00+00:00
TKY,977307.600921141,0.0001,5649.27422385,0.00015735642986720218,2022-04-16 02:15:00+00:00
X8X,974643.0529938804,0.0001,840.5137193,0.011810656881451553,2022-04-16 02:15:00+00:00
XDOGE,971609.5049582223,0.0,86340.45804819,6.404405281680835e-05,2022-04-16 02:15:00+00:00
SMT,970145.6171292231,0.0,5211.203432,0.029605003932883723,2022-04-16 02:15:00+00:00
ZDR,964933.5232503548,0.0,0.0,0.17784478914358967,2022-04-16 02:15:00+00:00
KCASH,962806.687689801,0.0,33460.2418594,0.0021611866855803436,2022-04-16 02:15:00+00:00
GENESIS,962695.7467151467,0.0,6600.22230446,0.022349344632680766,2022-04-16 02:15:00+00:00
OML,961898.5648520654,0.0,144094.13451236,0.010364308685971305,2022-04-16 02:15:00+00:00
SHIP,961838.456741165,0.0001,0.0,0.002009699026865651,2022-04-16 02:15:00+00:00
BHO,961709.6505991182,0.0,109489.81089679,0.0021183031951522427,2022-04-16 02:15:00+00:00
ROCKI,959293.1816878542,0.0,159699.522831,0.11905981550900169,2022-04-16 02:15:00+00:00
DOGEC,957994.7689584896,0.0001,6684.62627244,0.053790295470206397,2022-04-16 02:15:00+00:00
BANKER,955853.8714907403,0.0,75.27525341,0.0015126492772142691,2022-04-16 02:15:00+00:00
POLI,953426.7903705664,0.0,14983.83298956,0.006179273019109428,2022-04-16 02:15:00+00:00
CHX,951583.8160968064,0.0001,33286.37889681,0.00954265184242182,2022-04-16 02:15:00+00:00
CHEEMS,947410.8936937841,0.0,2831.75795156,0.00037141207891622067,2022-04-16 02:16:00+00:00
FF,938053.0697497868,0.0,728.51179467,1.0128209067812284,2022-04-16 02:15:00+00:00
DDD,936827.6386325668,0.0,36243.52681581,0.002128877579712687,2022-04-16 02:15:00+00:00
XRC,931566.682815953,0.0,294.3914249,0.7454829550029033,2022-04-16 02:15:00+00:00
DOWS,928967.7719441048,0.0,26308.78093656,0.03505538762053226,2022-04-16 02:15:00+00:00
UBEX,926520.3489189246,0.0,197380.04926583,0.0002802322570458637,2022-04-16 02:15:00+00:00
OKS,924075.787390831,0.0,11714.01982344,0.0049255004368910634,2022-04-16 02:15:00+00:00
VNXLU,922990.0318196351,0.0,0.0,0.03284112734950507,2022-04-16 02:15:00+00:00
XPN,911710.663694566,0.0,2015.42576061,0.00133920217396904,2022-04-16 02:15:00+00:00
DEFI++,906102.3540561192,0.0,0.0,2.7035725915444404,2022-04-16 02:15:00+00:00
AG8,900340.2718445093,0.0,19760.25776791,0.021436673139154983,2022-04-16 02:15:00+00:00
APYS,893438.0529783004,0.0,271253.7992401,0.04911419300023926,2022-04-16 02:15:00+00:00
PXC,890751.6372586791,0.0,0.0,0.010339317356879228,2022-04-16 02:16:00+00:00
SAKE,888245.5110318178,0.0,36439.28688927,0.008720056947219628,2022-04-16 02:15:00+00:00
CANDY,886367.8573907445,0.0,482435.82010031,0.004232716671757036,2022-04-16 02:15:00+00:00
D,885962.6672840588,0.0,243.64745497,0.11369567852889363,2022-04-16 02:15:00+00:00
UIP,879480.3873814525,0.0,142.27900571,0.0005710965285701555,2022-04-16 02:15:00+00:00
AMN,878433.1377888849,0.0,746.91011912,0.0012297043954819008,2022-04-16 02:15:00+00:00
CANN,876766.029487828,0.0,0.0,0.011352488466495581,2022-04-16 02:15:00+00:00
GARD,875779.0372838032,0.0,261307.85703241,8.757790372838032e-05,2022-04-16 02:15:00+00:00
NUX,874996.036135987,0.0,393507.89921608,0.09233744830633898,2022-04-16 02:15:00+00:00
XMX,874453.1281035971,0.0,40685.79265533,4.421050934923572e-05,2022-04-16 02:15:00+00:00
STM,872906.704044412,0.0,0.0,0.024255662570694222,2022-04-16 02:15:00+00:00
SAM,869849.3437522518,0.0,262262.175558,2.1477708542750555,2022-04-16 02:15:00+00:00
CNS,856028.3591128581,0.0,1620025.82998066,0.00011658236657742137,2022-04-16 02:15:00+00:00
RAINBOW,851245.4599897417,0.0,3428.31343735,9.89362621749511e-10,2022-04-16 02:15:00+00:00
SNB,850453.2903355914,0.0,8.66199764,0.01069278703290527,2022-04-16 02:15:00+00:00
BOB,850195.8890266545,0.0,99.58505822,0.004629668802800547,2022-04-16 02:15:00+00:00
NRV,850029.0168218497,0.0,296178.34029442,0.01838386666221107,2022-04-16 02:15:00+00:00
CHAT,848154.1442985344,0.0,8194.50420839,0.0012292077646457464,2022-04-16 02:15:00+00:00
PCNT,845259.5472756565,0.0,41093.7077071,0.029824351138865373,2022-04-16 02:15:00+00:00
L2,844804.4915137299,0.0,440.61368882,0.0027293691342159623,2022-04-16 02:15:00+00:00
APN,837188.220793629,0.0,309920.29210967,0.008953884714370364,2022-04-16 02:15:00+00:00
ETNA,826501.9181901296,0.0,64109.97644239,0.06842162893460933,2022-04-16 02:15:00+00:00
ADM,826455.8919953378,0.0,0.0,0.009325258383192798,2022-04-16 02:15:00+00:00
BLINK,826263.0627302853,0.0,437.41211704,0.004482104413656546,2022-04-16 02:15:00+00:00
FYP,822426.2893185675,0.0,715.0270907,0.046626291915963985,2022-04-16 02:15:00+00:00
IBP,821070.9590582788,0.0,280565.40539325,0.0043671848564234925,2022-04-16 02:15:00+00:00
HOMI,818127.1047338832,0.0,0.0,0.711192857824282,2022-04-16 02:15:00+00:00
KTLYO,812715.5014465372,0.0,147685.02064971,0.07598594086270215,2022-04-16 02:15:00+00:00
LML,809625.3504034011,0.0,49767.77119251,0.006746877920028342,2022-04-16 02:15:00+00:00
KRB,808195.5320093585,0.0,105.2495752,0.08595455553203796,2022-04-16 02:15:00+00:00
EDR,808032.8605514672,0.0,4787.07021768,0.0005500929784826368,2022-04-16 02:15:00+00:00
LEAD,803497.320948941,0.0,26457.29357112,0.0015901050359582842,2022-04-16 02:15:00+00:00
ΤBTC,803307.8286041175,0.0,0.0,2591.3155761423145,2022-04-16 02:15:00+00:00
PINK,801442.524927287,0.0,574.97634942,0.0018403439691379257,2022-04-16 02:15:00+00:00
AIRT,798959.7512055744,0.0,9548.09132827,0.0071310224134735305,2022-04-16 02:15:00+00:00
STV,789982.3009291809,0.0,475072.71387,3.9061238562177043,2022-04-16 02:15:00+00:00
XMY,782974.5383721229,0.0,274.04478648,0.00043007269226824326,2022-04-16 02:15:00+00:00
APL,781226.8210626654,0.0,299264.14212,2.3723431126753396,2022-04-16 02:15:00+00:00
WISH,774615.386776629,0.0,0.0,0.08114001625486214,2022-04-16 02:15:00+00:00
KANGAL,774130.8460828378,0.0,0.0,7.741308460828378e-06,2022-04-16 02:15:00+00:00
EBA,771038.453167529,0.0,1393.03366625,0.03477419589505674,2022-04-16 02:15:00+00:00
QCH,767706.3053922503,0.0,0.0,0.02343694847851118,2022-04-16 02:15:00+00:00
LCS,767674.3841376076,0.0,0.0,0.015402894172934539,2022-04-16 02:15:00+00:00
MXX,767235.231413715,0.0,0.0,0.005610653369732896,2022-04-16 02:15:00+00:00
DEPAY,764248.7497523805,0.0,0.0,0.36625605136336414,2022-04-16 02:15:00+00:00
DVP,753815.614775899,0.0,392904.14487756,0.0014429694013227677,2022-04-16 02:15:00+00:00
AUC,753431.4888106209,0.0,2175.0110858,0.013192733749364643,2022-04-16 02:15:00+00:00
TELOS,752276.7724155774,0.0,988.17928742,0.00449389234550846,2022-04-16 02:15:00+00:00
BPS,750600.6671369795,0.0,53.29961448,0.14002366725012572,2022-04-16 02:15:00+00:00
BYN,749870.103814438,0.0,247012.42530417,0.08460513756188295,2022-04-16 02:15:00+00:00
WORLD,748040.1407581795,0.0,191.81730272,0.00749938409051559,2022-04-16 02:15:00+00:00
MOWA,746024.6763590542,0.0,13369.14093739,0.06900728745826197,2022-04-16 02:15:00+00:00
VLXPAD,745441.7421276777,0.0,592095.23880796,0.056008469310905654,2022-04-16 02:15:00+00:00
MANNA,744306.754186801,0.0,0.0,0.001125433345910463,2022-04-16 02:15:00+00:00
PVM,736924.557356376,0.0,0.0,0.12282075955939599,2022-04-16 02:15:00+00:00
KAMPAY,730866.5864074581,0.0,174663.9265083,0.0029094726318367064,2022-04-16 02:15:00+00:00
HTDF,714170.8271055435,0.0,14864.8908015,0.00768386681678318,2022-04-16 02:15:00+00:00
SHOE,713398.7575577872,0.0,35379.62960754,0.054818859175305185,2022-04-16 02:15:00+00:00
FS,712756.0924800923,0.0,48846.39044425,0.00688610987988855,2022-04-16 02:15:00+00:00
ROYA,711497.3019309381,0.0,48608.20804913,0.014831138559771157,2022-04-16 02:15:00+00:00
ASAP,711034.2296034832,0.0,0.0,0.03560298325085953,2022-04-16 02:15:00+00:00
XBC,706628.0319485788,0.0,809.03722737,3.9065567155169494,2022-04-16 02:15:00+00:00
MUE,704506.1949806473,0.0,1177.079193,0.0028381221166238952,2022-04-16 02:15:00+00:00
BECN,703898.378851655,0.0,19069.88896712,0.3953164301480454,2022-04-16 02:15:00+00:00
QUAI,701423.9645545367,0.0,148434.28788596,0.017619376164133043,2022-04-16 02:15:00+00:00
BATH,700904.9974547792,0.0,125308.3947878,0.014081944989541123,2022-04-16 02:15:00+00:00
VIG,700784.510341872,0.0,14.83121398,0.0007849039586339453,2022-04-16 02:15:00+00:00
FLIXX,700684.3839338194,0.0,97.02431208,0.008309462153092476,2022-04-16 02:15:00+00:00
ADB,698971.7056177114,0.0,88981.55950065,0.0007815598944469408,2022-04-16 02:15:00+00:00
ACM,696854.5615656934,0.0,63484.1137866,0.01713467943386449,2022-04-16 02:15:00+00:00
DOKI,693984.3912289194,0.0,0.0,13.879700761109067,2022-04-16 02:15:00+00:00
NAVI,693567.8638728106,0.0,82957.46142,0.6928293078306631,2022-04-16 02:15:00+00:00
TIP,691258.750256644,0.0,40051.95875619,0.10153863570801219,2022-04-16 02:15:00+00:00
PFL,683313.3546252068,0.0,73219.938318,0.5279837138985398,2022-04-16 02:15:00+00:00
DIT,682877.0982804187,0.0,0.0,0.0030398117352154574,2022-04-16 02:15:00+00:00
XPC,679123.940592707,0.0,0.0,7.455460145827764e-06,2022-04-16 02:15:00+00:00
SETH,678225.9116940979,0.0,2128.01941027,0.03368111402618727,2022-04-16 02:15:00+00:00
RNT,673937.004247785,0.0,39901.25227419,0.0023724009908378443,2022-04-16 02:15:00+00:00
SAO,672714.8828777113,0.0,59252.58521359,0.04758690043584246,2022-04-16 02:16:00+00:00
SPHTX,668553.2065381393,0.0,0.0,0.0020205490270044186,2022-04-16 02:15:00+00:00
BZNT,668181.8987466643,0.0,0.0,0.0007606818067432151,2022-04-16 02:15:00+00:00
BRY,667496.0505709767,0.0,64567.16456346,0.33374802528548836,2022-04-16 02:15:00+00:00
TPAY,665362.1786105247,0.0,48207.11562378,0.03013924697824833,2022-04-16 02:15:00+00:00
TIDAL,665139.1504367377,0.0,462359.33294153,0.0007687459397436809,2022-04-16 02:15:00+00:00
ZCL,658150.1471693609,0.0,36.82203664,0.07086771002024078,2022-04-16 02:15:00+00:00
ZUKI,657716.9613341001,0.0,184394.37455912,0.017863509731601456,2022-04-16 02:15:00+00:00
BGL,656938.491392521,0.0,0.0,0.04224944392989418,2022-04-16 02:15:00+00:00
HYC,655605.7777218794,0.0,48245.87658023,0.0002449414007825413,2022-04-16 02:15:00+00:00
LOBS,649023.6777159546,0.0,185355.16054243,0.027809392613522353,2022-04-16 02:15:00+00:00
EBST,647768.6336644827,0.0,12.96639234,0.006478334068417492,2022-04-16 02:15:00+00:00
TOL,646667.2811349573,0.0,0.0,0.0030094136178633033,2022-04-16 02:15:00+00:00
BTA,646390.9186039133,0.0,0.0,0.12793230683281373,2022-04-16 02:15:00+00:00
QUIN,643058.3384857979,0.0,0.0,4.8368437870156646e-05,2022-04-16 02:15:00+00:00
XCT,643012.2330939928,0.0,53768.96675126,0.07147400414252254,2022-04-16 02:15:00+00:00
BITX,638894.3300861754,0.0,0.0,0.0072955481645170985,2022-04-16 02:15:00+00:00
VAULT,637880.1842136726,0.0,619.59244915,1.1380869687661819,2022-04-16 02:15:00+00:00
PASC,637420.7967070295,0.0,35.34740983,0.017300203196308546,2022-04-16 02:15:00+00:00
VIPS,634204.2054983567,0.0,0.0,1.2977279069473716e-05,2022-04-16 02:15:00+00:00
RISE,631447.4302116046,0.0,313.61967192,0.0032155435014939583,2022-04-16 02:15:00+00:00
EXE,624898.9290899206,0.0,13017.94454446,0.00201580299706426,2022-04-16 02:15:00+00:00
BNU,624402.0166281037,0.0,7359.28740445,0.036197218355252386,2022-04-16 02:15:00+00:00
YEE,623047.1764726521,0.0,63247.16823384,0.0004563718903692786,2022-04-16 02:15:00+00:00
ADABOY,620046.5253777927,0.0,617.24055914,6.419724155719919e-06,2022-04-16 02:15:00+00:00
ECOM,619784.7320934755,0.0,180918.35550665,0.009562616304131799,2022-04-16 02:15:00+00:00
VGW,618897.1477319323,0.0,0.0,0.03851737158275286,2022-04-16 02:15:00+00:00
DYNA,617622.3969836063,0.0,61613.87079411,1.168749144632505e-09,2022-04-16 02:15:00+00:00
SOUL,615307.6899655974,0.0,0.0,0.0019341680419890134,2022-04-16 02:15:00+00:00
ARGON,614061.4635202847,0.0,51213.12971727,0.008361487438700403,2022-04-16 02:15:00+00:00
